,Cleaned_Agency_Name,Cleaned_Phone,Cleaned_City,State,Cat1,Cat2,Cat3,formatted_address,Latitude,Longitude
292,Association for the Prevention of Family Violence,(262) 723-4653,Elkhorn,WI,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","735 N Wisconsin St #101, Elkhorn, WI 53121, United States",42.684126,-88.541753
293,"Women's Aid in Crisis, Inc.",(304) 636-8433,Elkins,WV,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Mill Creek, WV 26280, United States",38.7314978,-79.9700699
294,Women's Center of Montgomery County,(215) 635-7346,Elkins Park,PA,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","318 Leedom St, Jenkintown, PA 19046, United States",40.0958314,-75.1268542
295,Women's Center of Montgomery County,(215) 635-7346,Elkins Park,PA,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","107 E Main St, Norristown, PA 19401, United States",40.1137347,-75.3419139
296,Victims Assistance Services,914-345-3113,Elmsford,NY,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Arson, Assault, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Economic/Property Crime, Elder Abuse, Fraud, Gang Violence, Human Trafficking, Identity Theft, Non-Violent Crimes, Robbery, Stalking, Survivors Of Homicide , Terrorism, Victims With Disabilities, White Collar Crime",Victims Service Centers,"Assistance in Filing Compensation Claims, Cell Phones (911), Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Crisis Prevention, Emergency Financial Assistance, Emergency Legal Advocacy, Follow-up Contact, Fraud Investigation, Group Therapy, Identity Theft Counseling , Information And Referral , Personal Advocacy, Safety Plans (DV), Shelter/Safe House, Supervised Visitation, Telephone Contacts , Therapy, Transportation","2269 Saw Mill River Rd, Elmsford, NY 10523, United States",41.0467949,-73.8238026
297,Victims Assistance Services,914-345-3113,Elmsford,NY,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Arson, Assault, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Economic/Property Crime, Elder Abuse, Fraud, Gang Violence, Human Trafficking, Identity Theft, Non-Violent Crimes, Robbery, Stalking, Survivors Of Homicide , Terrorism, Victims With Disabilities, White Collar Crime",Victims Service Centers,"Assistance in Filing Compensation Claims, Cell Phones (911), Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Crisis Prevention, Emergency Financial Assistance, Emergency Legal Advocacy, Follow-up Contact, Fraud Investigation, Group Therapy, Identity Theft Counseling , Information And Referral , Personal Advocacy, Safety Plans (DV), Shelter/Safe House, Supervised Visitation, Telephone Contacts , Therapy, Transportation","2 Westchester Plaza, Elmsford, NY 10523, United States",41.068397,-73.8096493
298,Lincoln County Victim Witness Services,(775) 289-3410,Ely,NV,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Followup Contact, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral),","802 Ave E, Ely, NV 89301, United States",39.2547416,-114.8726848
299,Lincoln County Victim Witness Services,(775) 289-3410,Ely,NV,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Followup Contact, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral),","133 Fay Ave, Ely, NV 89301, United States",39.2514791,-114.8822006
300,"City Life, Inc.",(208) 365-1615,Emmett,ID,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1648 N Washington Ave, Emmett, ID 83617, United States",43.8927898,-116.5029343
301,Family Violence Prevention Program,(434) 348-3645,Emporia,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Non-Other,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","420 S Main St, Emporia, VA 23847, United States",36.685487,-77.5436205
302,"SOS, Inc.",(620) 343-8799,Emporia,KS,"Adult Sexual Assault, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Telephone Contacts (Information and Referral),","618 Mechanic St, Emporia, KS 66801, United States",38.4057499,-96.1785115
303,YWCA CRISIS CENTER,(580) 234-7581,ENID,OK,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","525 S Quincy St, Enid, OK 73701, United States",36.3915111,-97.8873825
304,YWCA ENID,(580) 234-7581,ENID,OK,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","415 W Cherokee Ave #5598, Enid, OK 73701, United States",36.3937877,-97.8834703
305,Safe Horizons Services for Women Inc,(814) 438-2675,Erie,PA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Safe Horizons, Union City, PA 16438, United States",41.8995001,-79.8453298
306,Victim Outreach Intervention Center Inc,(724) 776-5910,Evans City,PA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Cranberry Twp, PA 16066, United States",40.7164495,-80.1205256
307,Compass Health/SA,(425) 349-6228,Everett,WA,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","3322 Broadway, Everett, WA 98201, United States",47.9728876,-122.2018214
308,George Mason University University Police Department,703-993-2810,Fairfax,VA,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Arson, Assault, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Economic/Property Crime, Elder Abuse, Fraud, Gang Violence, Human Trafficking, Identity Theft, Non-Violent Crimes, Robbery, Stalking, Survivors Of Homicide , Terrorism, Victims With Disabilities, White Collar Crime",Law Enforcement,"Assistance in Filing Compensation Claims, Cell Phones (911), Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Crisis Prevention, Emergency Financial Assistance, Emergency Legal Advocacy, Follow-up Contact, Fraud Investigation, Group Therapy, Identity Theft Counseling , Information And Referral , Personal Advocacy, Safety Plans (DV), Shelter/Safe House, Supervised Visitation, Telephone Contacts , Therapy, Transportation","4393 University Dr, Fairfax, VA 22032, United States",38.8353678,-77.3058323
309,OFWDSVS,(703) 324-2285,Fairfax,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","4000 Chain Bridge Rd #2702, Fairfax, VA 22030, United States",38.8456299,-77.3074031
310,Marion County Commission,(304) 367-5380,Fairmont,WV,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","200 Jackson St #403, Fairmont, WV 26554, United States",39.4853006,-80.1437241
311,"Task Force on Domestic Violence, ""HOPE, Inc.""",(304) 367-1100,Fairmont,WV,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","916 W Pike St, Clarksburg, WV 26301, United States",39.2821633,-80.353554
312,RAPE & ABUSE CRISIS - FARGO,(701) 293-7273,FARGO,ND,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","317 8th St N, Fargo, ND 58102, United States",46.8800604,-96.7914797
313,Sexual Assault Services of North West New Mexico,(505) 325-2805,Farmington,NM,"Adult Sexual Assault, Child Sexual Abuse, Domestic Violence,",Rape Crisis,"Assistance in Filing Compensation Claims, Crisis Counseling, Emergency Financial Assistance, Shelter/Safe House,","622 W Maple St, Farmington, NM 87401, United States",36.7250361,-108.2133793
314,"Child Advocacy Center, Inc.",(910) 486-9700,Fayetteville,NC,"Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","222 Rowan St, Fayetteville, NC 28301, United States",35.058546,-78.8795529
315,Someplace Safe,(218) 739-3486,Fergus Falls,MN,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","106 S Union Ave, Fergus Falls, MN 56537, United States",46.2832066,-96.0781474
316,"COMTREA, Inc.",(636) 931-2700,Festus,MO,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","222 N Mill St, Festus, MO 63028, United States",38.2219421,-90.3930467
